UnitId,CallType,CallFinalDisposition,Address,City,StationArea,Priority,ALSUnit,CallTypeGroup,SupervisorDistrict,NeighborhoodName,RowID,ReactionCategory,Year,Month,Time
85,Medical Incident,Cancelled,100 Block of CAPISTRANO AVE,San Francisco,San Francisco,3,True,Non Life-threatening,11,Outer Mission,211250206-85,Delay,2021,5,AM
RS2,Structure Fire,Fire,2900 Block of 21ST AV,San Francisco,San Francisco,3,False,Fire,7,Sunset/Parkside,211250177-RS2,Prompt,2021,5,AM
E10,Alarms,Fire,3700 Block of CALIFORNIA ST,San Francisco,San Francisco,3,True,Alarm,2,Presidio Heights,222051135-E10,Prompt,2022,7,AM
B10,Alarms,Fire,900 Block of FAIRFAX AV,San Francisco,San Francisco,3,False,Alarm,10,Bayview Hunters Point,212853642-B10,Prompt,2021,10,PM
95,Medical Incident,Cancelled,1000 Block of POTRERO AVE,San Francisco,San Francisco,3,True,Non Life-threatening,10,Potrero Hill,210112519-95,Delay,2021,1,PM
73,Medical Incident,Code 2 Transport,300 Block of EDDY ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,211830002-73,Prompt,2021,7,PM
E07,Medical Incident,Code 2 Transport,2300 Block of MISSION ST,San Francisco,San Francisco,2,True,Non Life-threatening,9,Mission,211823819-E07,Prompt,2021,7,PM
KM13,Medical Incident,Code 2 Transport,2300 Block of MISSION ST,San Francisco,San Francisco,2,False,Non Life-threatening,9,Mission,211823819-KM13,Prompt,2021,7,PM
KM12,Medical Incident,Cancelled,48TH AV/GEARY BL,San Francisco,San Francisco,3,False,Non Life-threatening,1,Outer Richmond,211823813-KM12,Delay,2021,7,PM
E34,Medical Incident,Cancelled,48TH AV/GEARY BL,San Francisco,San Francisco,3,False,Non Life-threatening,1,Outer Richmond,211823813-E34,Prompt,2021,7,PM
E25,Gas Leak (Natural and LP Gases),Fire,600 Block of 25TH ST,San Francisco,San Francisco,3,False,Potentially Life-Threatening,10,Bayview Hunters Point,211823802-E25,Prompt,2021,7,PM
E03,Medical Incident,Code 2 Transport,WILLOW ST/POLK ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823791-E03,Prompt,2021,7,PM
RC1,Medical Incident,Code 2 Transport,WILLOW ST/POLK ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823791-RC1,Delay,2021,7,PM
72,Medical Incident,Code 2 Transport,WILLOW ST/POLK ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823791-72,Prompt,2021,7,PM
75,Medical Incident,Code 2 Transport,ELLIS ST/CYRIL MAGNIN ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,Tenderloin,211823785-75,Prompt,2021,7,PM
E32,Alarms,Fire,200 Block of CHENERY ST,San Francisco,San Francisco,3,True,Alarm,8,Glen Park,211823778-E32,Prompt,2021,7,PM
T11,Alarms,Fire,200 Block of CHENERY ST,San Francisco,San Francisco,3,False,Alarm,8,Glen Park,211823778-T11,Delay,2021,7,PM
B06,Alarms,Fire,200 Block of CHENERY ST,San Francisco,San Francisco,3,False,Alarm,8,Glen Park,211823778-B06,Prompt,2021,7,PM
E05,Outside Fire,Fire,1300 Block of WEBSTER ST,San Francisco,San Francisco,3,True,Fire,5,Western Addition,211823746-E05,Prompt,2021,7,PM
AM118,Medical Incident,Medical Examiner,1700 Block of NEWCOMB AVE,San Francisco,San Francisco,E,False,Non Life-threatening,10,Bayview Hunters Point,211823720-AM118,Prompt,2021,7,PM
RC3,Medical Incident,Medical Examiner,1700 Block of NEWCOMB AVE,San Francisco,San Francisco,E,True,Non Life-threatening,10,Bayview Hunters Point,211823720-RC3,Prompt,2021,7,PM
T17,Medical Incident,Medical Examiner,1700 Block of NEWCOMB AVE,San Francisco,San Francisco,E,False,Non Life-threatening,10,Bayview Hunters Point,211823720-T17,Prompt,2021,7,PM
E09,Medical Incident,Medical Examiner,1700 Block of NEWCOMB AVE,San Francisco,San Francisco,E,True,Non Life-threatening,10,Bayview Hunters Point,211823720-E09,Prompt,2021,7,PM
T12,Citizen Assist / Service Call,Fire,1300 Block of 10TH AVE,San Francisco,San Francisco,2,False,Non Life-threatening,5,Inner Sunset,211823710-T12,Prompt,2021,7,PM
E17,Medical Incident,Code 2 Transport,1400 Block of PALOU AVE,San Francisco,San Francisco,3,True,Non Life-threatening,10,Bayview Hunters Point,211823701-E17,Prompt,2021,7,PM
82,Medical Incident,Code 2 Transport,1400 Block of PALOU AVE,San Francisco,San Francisco,3,True,Non Life-threatening,10,Bayview Hunters Point,211823701-82,Prompt,2021,7,PM
T19,Citizen Assist / Service Call,Fire,200 Block of SAN LEANDRO WY,San Francisco,San Francisco,2,False,Non Life-threatening,7,West of Twin Peaks,211823700-T19,Prompt,2021,7,PM
56,Medical Incident,Code 2 Transport,2000 Block of 30TH AV,San Francisco,San Francisco,2,True,Non Life-threatening,4,Sunset/Parkside,211823693-56,Prompt,2021,7,PM
70,Medical Incident,No Merit,DRUMM ST/CLAY ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Financial District/South Beach,211823687-70,Delay,2021,7,PM
E13,Medical Incident,No Merit,DRUMM ST/CLAY ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Financial District/South Beach,211823687-E13,Prompt,2021,7,PM
82,Medical Incident,No Merit,DRUMM ST/CLAY ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Financial District/South Beach,211823687-82,Delay,2021,7,PM
E33,Traffic Collision,Patient Declined Transport,ALEMANY BL/SAN JOSE AV,San Francisco,San Francisco,3,True,Potentially Life-Threatening,11,Outer Mission,211823682-E33,Prompt,2021,7,PM
64,Traffic Collision,Patient Declined Transport,ALEMANY BL/SAN JOSE AV,San Francisco,San Francisco,3,True,Potentially Life-Threatening,11,Outer Mission,211823682-64,Prompt,2021,7,PM
95,Medical Incident,Code 2 Transport,100 Block of TAYLOR ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823679-95,Prompt,2021,7,PM
E01,Medical Incident,Code 2 Transport,100 Block of TAYLOR ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823679-E01,Prompt,2021,7,PM
T17,Alarms,Fire,100 Block of LELAND AVE,San Francisco,San Francisco,3,False,Alarm,10,Visitacion Valley,211823678-T17,Delay,2021,7,PM
B10,Alarms,Fire,100 Block of LELAND AVE,San Francisco,San Francisco,3,False,Alarm,10,Visitacion Valley,211823678-B10,Prompt,2021,7,PM
52,Medical Incident,Code 2 Transport,400 Block of STOCKTON ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,Financial District/South Beach,211823674-52,Prompt,2021,7,PM
87,Other,Cancelled,0 Block of CHRISTOPHER DR,San Francisco,San Francisco,2,True,Non Life-threatening,7,Inner Sunset,211823666-87,Prompt,2021,7,PM
67,Medical Incident,Patient Declined Transport,TENNESSEE ST/22ND ST,San Francisco,San Francisco,2,True,Non Life-threatening,10,Potrero Hill,211823656-67,Prompt,2021,7,PM
KM13,Medical Incident,Code 3 Transport,1100 Block of VAN NESS AVE,San Francisco,San Francisco,2,False,Non Life-threatening,5,Western Addition,211823626-KM13,Prompt,2021,7,PM
E05,Medical Incident,Against Medical Advice,1400 Block of TURK ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Western Addition,211823566-E05,Prompt,2021,7,PM
77,Medical Incident,Against Medical Advice,1400 Block of TURK ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Western Addition,211823566-77,Prompt,2021,7,PM
E15,Traffic Collision,Code 2 Transport,SAN JOSE AV/GENEVA AV,San Francisco,San Francisco,3,True,Potentially Life-Threatening,11,Outer Mission,211823545-E15,Prompt,2021,7,PM
63,Traffic Collision,Code 2 Transport,SAN JOSE AV/GENEVA AV,San Francisco,San Francisco,3,True,Potentially Life-Threatening,11,Outer Mission,211823545-63,Prompt,2021,7,PM
64,Traffic Collision,Patient Declined Transport,101SB OCTAVIA ON/OCTAVIA ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,8,Hayes Valley,211823534-64,Prompt,2021,7,PM
E01,Outside Fire,Fire,HOWARD ST/9TH ST,San Francisco,San Francisco,3,True,Fire,6,South of Market,211823521-E01,Prompt,2021,7,PM
B05,Structure Fire,Fire,0 Block of CASTRO ST,San Francisco,San Francisco,3,False,Fire,8,Castro/Upper Market,211823520-B05,Prompt,2021,7,PM
T06,Structure Fire,Fire,0 Block of CASTRO ST,San Francisco,San Francisco,3,False,Fire,8,Castro/Upper Market,211823520-T06,Prompt,2021,7,PM
E06,Structure Fire,Fire,0 Block of CASTRO ST,San Francisco,San Francisco,3,True,Fire,8,Castro/Upper Market,211823520-E06,Prompt,2021,7,PM
73,Medical Incident,Code 2 Transport,29TH ST/TIFFANY AV,San Francisco,San Francisco,3,True,Non Life-threatening,8,Bernal Heights,211823506-73,Delay,2021,7,PM
E11,Medical Incident,Code 2 Transport,29TH ST/TIFFANY AV,San Francisco,San Francisco,3,True,Non Life-threatening,8,Bernal Heights,211823506-E11,Prompt,2021,7,PM
94,Medical Incident,Code 2 Transport,29TH ST/TIFFANY AV,San Francisco,San Francisco,3,True,Non Life-threatening,8,Bernal Heights,211823506-94,Prompt,2021,7,PM
78,Medical Incident,Code 2 Transport,0 Block of GLORIA CT,San Francisco,San Francisco,3,True,Non Life-threatening,11,Outer Mission,211823498-78,Prompt,2021,7,PM
E43,Medical Incident,Code 2 Transport,0 Block of GLORIA CT,San Francisco,San Francisco,3,True,Non Life-threatening,11,Outer Mission,211823498-E43,Prompt,2021,7,PM
64,Medical Incident,Code 2 Transport,0 Block of GLORIA CT,San Francisco,San Francisco,3,True,Non Life-threatening,11,Outer Mission,211823498-64,Delay,2021,7,PM
77,Medical Incident,Unable to Locate,800 Block of LA PLAYA,San Francisco,San Francisco,2,True,Non Life-threatening,1,Outer Richmond,211823497-77,Delay,2021,7,PM
E14,Medical Incident,Unable to Locate,800 Block of LA PLAYA,San Francisco,San Francisco,2,True,Non Life-threatening,1,Outer Richmond,211823497-E14,Prompt,2021,7,PM
E03,Medical Incident,Code 2 Transport,200 Block of TURK ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,211823484-E03,Prompt,2021,7,PM
73,Medical Incident,Code 2 Transport,200 Block of TURK ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,211823484-73,Prompt,2021,7,PM
E36,Medical Incident,Code 2 Transport,200 Block of TURK ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,211823484-E36,Delay,2021,7,PM
96,Medical Incident,Code 2 Transport,100 Block of BEAUMONT AV,San Francisco,San Francisco,2,True,Non Life-threatening,1,Lone Mountain/USF,211823483-96,Prompt,2021,7,PM
E08,Medical Incident,Against Medical Advice,100 Block of BERRY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Mission Bay,211823477-E08,Prompt,2021,7,PM
67,Medical Incident,Against Medical Advice,100 Block of BERRY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Mission Bay,211823477-67,Prompt,2021,7,PM
96,Medical Incident,Against Medical Advice,100 Block of BERRY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Mission Bay,211823477-96,Delay,2021,7,PM
64,Medical Incident,Gone on Arrival,800 Block of MARKET ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,211823471-64,Prompt,2021,7,PM
E01,Medical Incident,Gone on Arrival,800 Block of MARKET ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,211823471-E01,Prompt,2021,7,PM
E03,Medical Incident,Code 2 Transport,JONES ST/TURK ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823467-E03,Prompt,2021,7,PM
95,Medical Incident,Code 2 Transport,JONES ST/TURK ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823467-95,Prompt,2021,7,PM
52,Medical Incident,Code 2 Transport,100 Block of 7TH ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,South of Market,211823460-52,Prompt,2021,7,PM
AM118,Medical Incident,Code 2 Transport,1700 Block of OFARRELL ST,San Francisco,San Francisco,3,False,Non Life-threatening,5,Western Addition,211823435-AM118,Prompt,2021,7,PM
E05,Medical Incident,Code 2 Transport,1700 Block of OFARRELL ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Western Addition,211823435-E05,Prompt,2021,7,PM
E12,Medical Incident,Code 2 Transport,400 Block of JUDAH ST,San Francisco,San Francisco,3,True,Non Life-threatening,7,Inner Sunset,211823429-E12,Delay,2021,7,PM
E22,Medical Incident,Code 2 Transport,400 Block of JUDAH ST,San Francisco,San Francisco,3,False,Non Life-threatening,7,Inner Sunset,211823429-E22,Delay,2021,7,PM
56,Medical Incident,Code 2 Transport,400 Block of JUDAH ST,San Francisco,San Francisco,3,True,Non Life-threatening,7,Inner Sunset,211823429-56,Prompt,2021,7,PM
E28,Medical Incident,Code 2 Transport,700 Block of LOMBARD ST,San Francisco,San Francisco,2,False,Non Life-threatening,3,North Beach,211823428-E28,Delay,2021,7,PM
E41,Medical Incident,Code 2 Transport,700 Block of LOMBARD ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,North Beach,211823428-E41,Prompt,2021,7,PM
70,Medical Incident,Code 2 Transport,700 Block of LOMBARD ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,North Beach,211823428-70,Prompt,2021,7,PM
75,Medical Incident,Code 2 Transport,200 Block of GOLDEN GATE AVE,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,211823422-75,Prompt,2021,7,PM
63,Medical Incident,Against Medical Advice,0 Block of GOUGH ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Mission,211823413-63,Prompt,2021,7,PM
RC3,Medical Incident,Against Medical Advice,0 Block of GOUGH ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Mission,211823413-RC3,Delay,2021,7,PM
E06,Medical Incident,Against Medical Advice,0 Block of GOUGH ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Mission,211823413-E06,Prompt,2021,7,PM
72,Medical Incident,Code 2 Transport,900 Block of SUTTER ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,Nob Hill,211823408-72,Prompt,2021,7,PM
E13,Outside Fire,Fire,POST ST/TAYLOR ST,San Francisco,San Francisco,3,True,Fire,3,Nob Hill,211823394-E13,Prompt,2021,7,PM
82,Medical Incident,Code 2 Transport,2700 Block of 16TH ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Mission,211823393-82,Prompt,2021,7,PM
E07,Medical Incident,Code 2 Transport,2700 Block of 16TH ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Mission,211823393-E07,Prompt,2021,7,PM
E29,Medical Incident,Code 2 Transport,2700 Block of 16TH ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Mission,211823393-E29,Delay,2021,7,PM
E01,Medical Incident,Patient Declined Transport,OFARRELL ST/HYDE ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823387-E01,Prompt,2021,7,PM
78,Medical Incident,Patient Declined Transport,OFARRELL ST/HYDE ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823387-78,Prompt,2021,7,PM
KM04,Medical Incident,Code 2 Transport,1000 Block of FILLMORE ST,San Francisco,San Francisco,3,False,Non Life-threatening,5,Western Addition,211823385-KM04,Prompt,2021,7,PM
E05,Medical Incident,Code 2 Transport,1000 Block of FILLMORE ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Western Addition,211823385-E05,Prompt,2021,7,PM
E07,Outside Fire,SFPD,0 Block of SHOTWELL ST,San Francisco,San Francisco,3,True,Fire,9,Mission,211823384-E07,Prompt,2021,7,PM
77,Medical Incident,Code 2 Transport,9TH ST/MISSION ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,211823381-77,Prompt,2021,7,PM
E36,Medical Incident,Code 2 Transport,9TH ST/MISSION ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,211823381-E36,Prompt,2021,7,PM
SCRT5,Medical Incident,Fire,JACKSON ST/GRANT AV,San Francisco,San Francisco,1,False,Non Life-threatening,3,Chinatown,211823380-SCRT5,Prompt,2021,7,PM
E28,Medical Incident,No Merit,700 Block of GREEN ST,San Francisco,San Francisco,3,False,Non Life-threatening,3,Chinatown,211823376-E28,Prompt,2021,7,PM
E41,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,True,Fire,3,Nob Hill,211823356-E41,Prompt,2021,7,PM
D2,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,False,Fire,3,Nob Hill,211823356-D2,Prompt,2021,7,PM
T03,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,False,Fire,3,Nob Hill,211823356-T03,Prompt,2021,7,PM
B02,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,False,Fire,3,Nob Hill,211823356-B02,Prompt,2021,7,PM
E03,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,True,Fire,3,Nob Hill,211823356-E03,Prompt,2021,7,PM
E02,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,True,Fire,3,Nob Hill,211823356-E02,Delay,2021,7,PM
63,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,True,Fire,3,Nob Hill,211823356-63,Prompt,2021,7,PM
E38,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,False,Fire,3,Nob Hill,211823356-E38,Delay,2021,7,PM
B01,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,False,Fire,3,Nob Hill,211823356-B01,Prompt,2021,7,PM
T02,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,False,Fire,3,Nob Hill,211823356-T02,Prompt,2021,7,PM
RS1,Structure Fire,Fire,700 Block of SUTTER ST,San Francisco,San Francisco,3,False,Fire,3,Nob Hill,211823356-RS1,Prompt,2021,7,PM
RC4,Medical Incident,Medical Examiner,0 Block of LIEBIG ST,San Francisco,San Francisco,E,True,Non Life-threatening,11,Outer Mission,211823347-RC4,Delay,2021,7,PM
E33,Medical Incident,Medical Examiner,0 Block of LIEBIG ST,San Francisco,San Francisco,E,True,Non Life-threatening,11,Outer Mission,211823347-E33,Prompt,2021,7,PM
70,Medical Incident,Medical Examiner,0 Block of LIEBIG ST,San Francisco,San Francisco,E,True,Non Life-threatening,11,Outer Mission,211823347-70,Delay,2021,7,PM
T10,Alarms,Fire,2900 Block of JACKSON ST,San Francisco,San Francisco,3,False,Alarm,2,Pacific Heights,211823346-T10,Prompt,2021,7,PM
E10,Alarms,Fire,2900 Block of JACKSON ST,San Francisco,San Francisco,3,True,Alarm,2,Pacific Heights,211823346-E10,Prompt,2021,7,PM
KM13,Medical Incident,Code 2 Transport,100 Block of SHIPLEY ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,South of Market,211823330-KM13,Prompt,2021,7,PM
E01,Medical Incident,Code 2 Transport,100 Block of SHIPLEY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,211823330-E01,Delay,2021,7,PM
T19,Citizen Assist / Service Call,Fire,JUNIPERO SERRA BL/OCEAN AV,San Francisco,San Francisco,3,False,Non Life-threatening,7,West of Twin Peaks,211823316-T19,Prompt,2021,7,PM
E02,Medical Incident,Code 2 Transport,700 Block of UNION ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Chinatown,211823306-E02,Prompt,2021,7,PM
AM116,Medical Incident,Code 2 Transport,700 Block of UNION ST,San Francisco,San Francisco,3,False,Non Life-threatening,3,Chinatown,211823306-AM116,Prompt,2021,7,PM
96,Medical Incident,Patient Declined Transport,2600 Block of TAYLOR ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,North Beach,211823297-96,Prompt,2021,7,PM
E34,Medical Incident,Code 2 Transport,700 Block of LA PLAYA,San Francisco,San Francisco,3,False,Non Life-threatening,1,Outer Richmond,211823292-E34,Prompt,2021,7,PM
87,Medical Incident,Code 2 Transport,700 Block of LA PLAYA,San Francisco,San Francisco,3,True,Non Life-threatening,1,Outer Richmond,211823292-87,Prompt,2021,7,PM
T17,Alarms,Fire,300 Block of FRIEDELL ST,Hunters Point,Hunters Point,3,False,Alarm,10,Bayview Hunters Point,211823291-T17,Prompt,2021,7,PM
B10,Alarms,Fire,300 Block of FRIEDELL ST,Hunters Point,Hunters Point,3,False,Alarm,10,Bayview Hunters Point,211823291-B10,Prompt,2021,7,PM
99,Medical Incident,Code 2 Transport,2000 Block of GREENWICH ST,San Francisco,San Francisco,2,True,Non Life-threatening,2,Marina,211823265-99,Prompt,2021,7,PM
73,Medical Incident,Code 2 Transport,700 Block of BUENA VISTA AVE,San Francisco,San Francisco,3,True,Non Life-threatening,8,Haight Ashbury,211823261-73,Prompt,2021,7,PM
E21,Medical Incident,Code 2 Transport,700 Block of BUENA VISTA AVE,San Francisco,San Francisco,3,True,Non Life-threatening,8,Haight Ashbury,211823261-E21,Prompt,2021,7,PM
E04,Alarms,Fire,300 Block of BERRY ST,San Francisco,San Francisco,3,False,Alarm,6,Mission Bay,211823249-E04,Prompt,2021,7,PM
B03,Alarms,Fire,300 Block of BERRY ST,San Francisco,San Francisco,3,False,Alarm,6,Mission Bay,211823249-B03,Prompt,2021,7,PM
64,Medical Incident,Code 2 Transport,400 Block of 30TH ST,San Francisco,San Francisco,2,True,Non Life-threatening,8,Noe Valley,211823243-64,Prompt,2021,7,PM
94,Medical Incident,Patient Declined Transport,100 Block of NEVADA ST,San Francisco,San Francisco,2,True,Non Life-threatening,9,Bernal Heights,211823242-94,Prompt,2021,7,PM
T02,Alarms,Fire,1000 Block of STOCKTON ST,San Francisco,San Francisco,3,False,Alarm,3,Chinatown,211823236-T02,Prompt,2021,7,PM
E02,Alarms,Fire,1000 Block of STOCKTON ST,San Francisco,San Francisco,3,True,Alarm,3,Chinatown,211823236-E02,Prompt,2021,7,PM
B01,Alarms,Fire,1000 Block of STOCKTON ST,San Francisco,San Francisco,3,False,Alarm,3,Chinatown,211823236-B01,Prompt,2021,7,PM
56,Other,Code 2 Transport,800 Block of BUENA VISTA AVE,San Francisco,San Francisco,2,True,Non Life-threatening,8,Haight Ashbury,211823226-56,Prompt,2021,7,PM
52,Medical Incident,Patient Declined Transport,1000 Block of 22ND ST,San Francisco,San Francisco,2,True,Non Life-threatening,10,Potrero Hill,211823212-52,Prompt,2021,7,PM
E31,Medical Incident,Code 2 Transport,800 Block of ARGUELLO BLVD,San Francisco,San Francisco,3,True,Non Life-threatening,1,Lone Mountain/USF,211823206-E31,Prompt,2021,7,PM
RC2,Medical Incident,Code 2 Transport,800 Block of ARGUELLO BLVD,San Francisco,San Francisco,3,True,Non Life-threatening,1,Lone Mountain/USF,211823206-RC2,Prompt,2021,7,PM
78,Medical Incident,Code 2 Transport,800 Block of ARGUELLO BLVD,San Francisco,San Francisco,3,True,Non Life-threatening,1,Lone Mountain/USF,211823206-78,Prompt,2021,7,PM
E51,Medical Incident,Against Medical Advice,2300 Block of BAY ST,San Francisco,San Francisco,3,True,Non Life-threatening,2,Marina,211823205-E51,Prompt,2021,7,PM
KM10,Medical Incident,Against Medical Advice,2300 Block of BAY ST,San Francisco,San Francisco,3,False,Non Life-threatening,2,Marina,211823205-KM10,Prompt,2021,7,PM
E41,Outside Fire,Fire,1500 Block of CALIFORNIA ST,San Francisco,San Francisco,3,True,Fire,3,Nob Hill,211823199-E41,Prompt,2021,7,PM
95,Medical Incident,Code 2 Transport,1400 Block of TREAT WAY,San Francisco,San Francisco,2,True,Non Life-threatening,9,Mission,211823196-95,Prompt,2021,7,PM
59,Traffic Collision,Code 2 Transport,FRANKLIN ST/TURK ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,5,Western Addition,211823194-59,Prompt,2021,7,PM
E05,Traffic Collision,Code 2 Transport,FRANKLIN ST/TURK ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,5,Western Addition,211823194-E05,Prompt,2021,7,PM
94,Traffic Collision,Cancelled,300 Block of 1ST ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,6,Financial District/South Beach,211823190-94,Delay,2021,7,PM
E08,Traffic Collision,Cancelled,300 Block of 1ST ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,6,Financial District/South Beach,211823190-E08,Delay,2021,7,PM
RC1,Medical Incident,Against Medical Advice,300 Block of HYDE ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823189-RC1,Prompt,2021,7,PM
E03,Medical Incident,Against Medical Advice,300 Block of HYDE ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211823189-E03,Prompt,2021,7,PM
KM01,Medical Incident,Against Medical Advice,300 Block of HYDE ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,Tenderloin,211823189-KM01,Prompt,2021,7,PM
72,Medical Incident,Code 2 Transport,200 Block of SPEAR ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Financial District/South Beach,211823187-72,Prompt,2021,7,PM
E33,Medical Incident,Code 2 Transport,300 Block of VICTORIA ST,San Francisco,San Francisco,3,True,Non Life-threatening,11,Oceanview/Merced/Ingleside,211823178-E33,Prompt,2021,7,PM
AM118,Medical Incident,Code 2 Transport,300 Block of VICTORIA ST,San Francisco,San Francisco,3,False,Non Life-threatening,11,Oceanview/Merced/Ingleside,211823178-AM118,Prompt,2021,7,PM
52,Medical Incident,Gone on Arrival,SYCAMORE ST/MISSION ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Mission,211823163-52,Delay,2021,7,PM
E07,Medical Incident,Gone on Arrival,SYCAMORE ST/MISSION ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Mission,211823163-E07,Prompt,2021,7,PM
SCRT4,Medical Incident,Patient Declined Transport,900 Block of HYDE ST,San Francisco,San Francisco,1,False,Non Life-threatening,3,Nob Hill,211823159-SCRT4,Prompt,2021,7,PM
KM02,Medical Incident,Code 2 Transport,1100 Block of MARKET ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,Tenderloin,211823133-KM02,Prompt,2021,7,PM
SCRT5,Medical Incident,Unable to Locate,MINNA ST/8TH ST,San Francisco,San Francisco,1,False,Non Life-threatening,6,South of Market,211823131-SCRT5,Prompt,2021,7,PM
B08,Alarms,Fire,2200 Block of TARAVAL ST,San Francisco,San Francisco,3,False,Alarm,4,Sunset/Parkside,211823117-B08,Prompt,2021,7,PM
E18,Alarms,Fire,2200 Block of TARAVAL ST,San Francisco,San Francisco,3,True,Alarm,4,Sunset/Parkside,211823117-E18,Prompt,2021,7,PM
T18,Alarms,Fire,2200 Block of TARAVAL ST,San Francisco,San Francisco,3,False,Alarm,4,Sunset/Parkside,211823117-T18,Prompt,2021,7,PM
70,Medical Incident,Code 2 Transport,5600 Block of 3RD ST,San Francisco,San Francisco,2,True,Non Life-threatening,10,Bayview Hunters Point,211823114-70,Prompt,2021,7,PM
T05,Citizen Assist / Service Call,Code 2 Transport,1000 Block of EDDY ST,San Francisco,San Francisco,2,False,Non Life-threatening,5,Western Addition,211823104-T05,Prompt,2021,7,PM
50,Citizen Assist / Service Call,Code 2 Transport,1000 Block of EDDY ST,San Francisco,San Francisco,2,True,Non Life-threatening,5,Western Addition,211823104-50,Prompt,2021,7,PM
82,Medical Incident,Code 2 Transport,500 Block of OFARRELL ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,211823101-82,Prompt,2021,7,PM
75,Medical Incident,Code 2 Transport,0 Block of STONEYFORD AV,San Francisco,San Francisco,3,True,Non Life-threatening,11,Excelsior,211823100-75,Prompt,2021,7,PM
